地区,区域,小区,室,厅,面积,价格,每室价格,每平米价格,中民距离,中民时间,中信距离,中信时间,,
罗湖,洪湖,合正锦湖魅力城,4,1,13,2690,672,206,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,碧湖花园,3,1,107,5700,1900,53,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,合正锦湖魅力城,3,1,89,7500,2500,84,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,合正锦湖魅力城,1,1,39,3800,3800,97,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,翠盈嘉园,3,1,87,6500,2166,74,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,合正锦湖魅力城,1,1,39,4200,4200,107,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,湖景花园,2,1,85,5500,2750,64,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,洪湖花园,4,1,10,2290,572,229,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,合正锦湖魅力城,2,2,78,7000,3500,89,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,源兴居,2,1,54,4000,2000,74,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,源兴居,1,0,24,2000,2000,83,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,田贝花园,1,1,40,3000,3000,75,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,翠盈嘉园,2,1,58,4500,2250,77,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,源兴居,1,0,22,2200,2200,100,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,源兴居,2,1,55,4200,2100,76,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,源兴居,1,0,24,2600,2600,108,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,碧湖花园,3,2,107,6800,2266,63,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,湖景花园,3,1,12,2260,753,188,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,合正锦湖魅力城,4,1,8,2360,590,295,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,翠盈嘉园,4,1,8,1860,465,232,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,洪湖一街五号大院罗湖区,1,0,11,1400,1400,127,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,合正锦湖魅力城,1,0,34,4000,4000,117,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,美景大厦,2,1,53,3600,1800,67,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,合正锦湖魅力城,4,2,12,2160,540,180,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,湖景花园,3,1,7,2030,676,290,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,洪湖花园,4,1,9,2160,540,240,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,洪湖花园,4,1,7,1690,422,241,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,合正锦湖魅力城,3,1,9,2660,886,295,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,合正锦湖魅力城,1,1,38,4260,4260,112,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,合正锦湖魅力城,4,1,8,2190,547,273,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,洪湖花园,3,2,98,6000,2000,61,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,洪湖花园,4,1,11,1990,497,180,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,合正锦湖魅力城,3,1,10,2790,930,279,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,美景大厦,1,1,54,3200,3200,59,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,合正锦湖魅力城,2,2,80,7000,3500,87,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,合正锦湖魅力城,3,1,97,8500,2833,87,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,源兴居,2,2,59,4600,2300,77,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,合正锦湖魅力城,1,0,35,4000,4000,114,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,宝安广场,2,1,98,9000,4500,91,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,源兴居,1,1,24,2500,2500,104,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,碧湖花园,3,2,107,7000,2333,65,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,翠盈嘉园,3,1,93,7000,2333,75,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,合正锦湖魅力城,2,1,62,6000,3000,96,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,合正锦湖魅力城,2,1,77,6800,3400,88,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,湖景花园,3,1,13,2160,720,166,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,源兴居,1,1,32,2960,2960,92,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,洪湖,源兴居,1,1,31,2990,2990,96,3653,1462,6643,1511,24.36666667,25.18333333
罗湖,黄贝岭,金城华庭,1,1,39,3400,3400,87,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,3,1,70,6500,2166,92,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,锦绣大厦,2,1,44,3800,1900,86,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,景贝南小区,3,2,95,4500,1500,47,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,1,1,39,3800,3800,97,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,3,2,88,9000,3000,102,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,景贝南小区,1,0,20,1400,1400,70,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,沿河北路统建楼（沿河北路法院住宅区统建楼）,3,1,104,4200,1400,40,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,集浩花园,3,2,113,7500,2500,66,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,2,1,52,5000,2500,96,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海珑华苑,2,2,62,4500,2250,72,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,1,1,39,3800,3800,97,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,2,1,64,5500,2750,85,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,1,1,39,3300,3300,84,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,庐峰翠苑,3,2,101,8000,2666,79,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,1,1,39,3500,3500,89,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,景贝南小区,3,1,81,4000,1333,49,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,3,1,94,8500,2833,90,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,峰景台大厦,3,2,107,6200,2066,57,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,1,1,39,3400,3400,87,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,汇锦名园,3,2,71,7000,2333,98,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,1,1,39,3800,3800,97,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,汇鑫花园,2,1,55,4600,2300,83,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,凤凰印象,2,1,62,7400,3700,119,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,1,1,37,4000,4000,108,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,朗钜御风庭,2,1,60,5700,2850,95,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,峰景台大厦,2,2,81,5200,2600,64,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,丹枫白露城东1号,2,1,95,7000,3500,73,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,凤凰印象,1,1,42,5100,5100,121,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海珑华苑,1,0,40,3000,3000,75,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海珑华苑,1,0,40,3000,3000,75,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,深发花园,2,2,72,5000,2500,69,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海珑华苑,2,2,72,6300,3150,87,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,环岛丽园,2,1,72,5500,2750,76,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,华丽西村,2,1,50,3400,1700,68,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,1,1,36,3300,3300,91,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海富花园,3,1,85,5000,1666,58,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,峰景台大厦,3,1,81,5000,1666,61,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,1,1,39,4200,4200,107,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,泰丽苑,3,2,100,4900,1633,49,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,丹枫白露城东1号,1,0,40,4200,4200,105,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,中物小区,3,2,80,5800,1933,72,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,1,1,37,3300,3300,89,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,华丽花园,3,1,88,6000,2000,68,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,文华花园,3,1,80,4800,1600,60,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,1,1,38,3200,3200,84,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,凤凰印象,1,1,43,4700,4700,109,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,景贝南小区,3,2,97,5300,1766,54,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,景贝南小区,1,1,30,2600,2600,86,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海珑华苑,1,1,52,4200,4200,80,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,3,2,78,6200,2066,79,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,怡景花园,3,1,64,4500,1500,70,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,朗钜御风庭,1,0,30,3300,3300,110,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,环岛丽园,2,1,72,6200,3100,86,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,朗钜御风庭,1,1,45,4200,4200,93,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,2,1,55,5000,2500,90,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,3,1,65,5600,1866,86,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,1,1,39,3800,3800,97,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,华丽花园,3,2,101,6200,2066,61,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,景贝南小区,2,2,66,4000,2000,60,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,汇鑫花园,2,1,55,4200,2100,76,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,华丽花园,3,2,101,6300,2100,62,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,环岛丽园,3,2,78,6500,2166,83,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,1,0,39,3800,3800,97,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,庐峰翠苑,3,2,109,7800,2600,71,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,1,1,39,3800,3800,97,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,凤凰印象,1,1,40,5500,5500,137,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,1,1,39,4000,4000,102,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,1,1,39,3800,3800,97,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,庐峰翠苑,3,2,110,6700,2233,60,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,2,1,54,5000,2500,92,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,环岛丽园,2,1,72,5800,2900,80,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,3,2,113,10000,3333,88,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,凤凰路39号大院,3,2,86,6500,2166,75,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,朗钜御风庭,1,1,45,4000,4000,88,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,1,1,35,3500,3500,100,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,华裕花园,1,2,53,3800,3800,71,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,汇鑫花园,2,1,65,5600,2800,86,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,环岛丽园,2,1,72,5800,2900,80,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,锦绣大厦,1,1,43,3500,3500,81,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,1,1,39,3500,3500,89,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,凤凰印象,1,1,41,5000,5000,121,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,环岛丽园,2,1,72,5500,2750,76,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,2,1,53,4500,2250,84,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,1,1,39,3400,3400,87,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,朗钜御风庭,1,1,46,4500,4500,97,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,1,1,39,3900,3900,100,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,1,1,39,3600,3600,92,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,1,1,39,3200,3200,82,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,凤凰印象,2,1,63,6300,3150,100,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海珑华苑,1,1,40,3000,3000,75,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,凤凰印象,1,1,42,5200,5200,123,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,宁水花园,3,1,98,5500,1833,56,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,峰景台大厦,4,2,163,12000,3000,73,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,汇鑫花园,2,1,68,4800,2400,70,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,集浩花园,3,1,113,7000,2333,61,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海富花园,3,2,86,6000,2000,69,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,深发花园,2,1,72,4500,2250,62,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,文华花园,3,2,118,5800,1933,49,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,环岛丽园,2,1,72,6000,3000,83,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,华裕花园,1,1,46,4360,4360,94,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,5,1,6,1930,386,321,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海珑华苑,3,2,104,8000,2666,76,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,朗钜御风庭,1,1,45,4200,4200,93,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,中山花园大厦,3,1,101,6000,2000,59,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海珑华苑,3,1,89,8200,2733,92,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,3,2,79,7000,2333,88,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,汇锦名园,1,1,42,3200,3200,76,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,锦星花园,1,0,20,1200,1200,60,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,2,1,52,5000,2500,96,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,1,1,38,3800,3800,100,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,华丽花园,3,1,88,5800,1933,65,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,2,1,50,4500,2250,90,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,湖滨新村,3,1,70,3800,1266,54,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,文华花园,2,1,86,5000,2500,58,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,丹枫白露城东1号,2,2,96,8500,4250,88,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,福德花园,1,1,43,3500,3500,81,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,1,1,39,3300,3300,84,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,凤凰印象,2,1,62,7000,3500,112,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,锦绣大厦,1,1,43,3500,3500,81,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,华丽东村,3,2,97,4500,1500,46,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,凤凰印象,1,1,44,5000,5000,113,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海珑华苑,1,0,41,3300,3300,80,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,集浩花园,3,2,113,13000,4333,115,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,2,1,51,5300,2650,103,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,景庭苑,4,3,248,24000,6000,96,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,文华大厦,4,2,191,18000,4500,94,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,怡景花园,1,0,25,2500,2500,100,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,深港花园,2,1,124,8000,4000,64,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,2,1,54,4800,2400,88,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,景贝南小区,1,0,80,5000,5000,62,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海丽大厦,2,1,75,5000,2500,66,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金安大厦,2,1,84,5200,2600,61,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,中山花园大厦,3,2,104,6600,2200,63,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,1,1,40,3600,3600,90,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,1,1,35,3500,3500,100,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,华丽花园,3,2,101,6500,2166,64,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,景贝南小区,2,2,74,4500,2250,60,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,文华大厦,3,2,177,17000,5666,96,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,景贝北小区,2,2,70,4200,2100,60,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,1,1,39,3800,3800,97,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,锦星花园,3,1,90,4200,1400,46,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,1,1,39,3600,3600,92,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,清平路26号自来水公司,3,1,80,4500,1500,56,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海珑华苑,1,1,40,3590,3590,89,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,文华花园,3,1,101,6000,2000,59,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,华丽小区,3,1,84,5000,1666,59,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,环岛丽园,3,2,91,9500,3166,104,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,湖滨新村,2,1,52,4600,2300,88,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,华丽花园,3,2,100,7500,2500,75,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,集浩大厦,3,1,101,10000,3333,99,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,1,1,39,4000,4000,102,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,1,1,38,3800,3800,100,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,集浩花园,4,1,10,2360,590,236,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,华裕花园,3,1,15,2490,830,166,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,文锦大厦,2,1,71,4500,2250,63,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海珑华苑,1,1,41,2800,2800,68,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,1,1,39,4200,4200,107,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,景贝南小区,4,2,88,6500,1625,73,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,2,1,54,5400,2700,100,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,凤凰印象,1,1,42,5200,5200,123,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,怡景花园,2,1,57,4000,2000,70,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,宁水花园,3,2,98,4600,1533,46,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,丹枫白露城东1号,1,1,69,6500,6500,94,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,福德花园,2,1,60,4500,2250,75,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,3,2,89,8500,2833,95,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,集浩大厦,2,1,109,11000,5500,100,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海珑华苑,1,1,41,3300,3300,80,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,1,1,40,4000,4000,100,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,环岛丽园,2,1,72,6500,3250,90,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,1,1,39,3600,3600,92,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海丽大厦,3,1,103,6000,2000,58,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海珑华苑,2,2,78,6500,3250,83,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,1,1,39,4000,4000,102,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,1,1,38,3800,3800,100,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,凤凰印象,1,1,41,4800,4800,117,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,2,1,66,5500,2750,83,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,丹枫白露城东1号,1,1,69,6500,6500,94,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,朗钜御风庭,1,1,46,4500,4500,97,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金通大厦,1,0,50,3500,3500,70,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海珑华苑,2,1,78,6200,3100,79,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,3,1,79,8500,2833,107,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,环岛丽园,2,1,72,6200,3100,86,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,1,1,45,3550,3550,78,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,1,1,40,3800,3800,95,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海丽大厦,3,2,101,7000,2333,69,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,锦绣大厦,1,1,35,3000,3000,85,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,峰景台大厦,3,2,92,5000,1666,54,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海丽大厦,3,1,102,7500,2500,73,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,碧波花园南区,4,2,152,6500,1625,42,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,碧波花园南区,4,2,153,6138,1534,40,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,新天地名居,2,1,54,4600,2300,85,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,锦星花园,1,1,27,1600,1600,59,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,锦星花园,1,0,17,1300,1300,76,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,环岛丽园,2,2,73,6200,3100,84,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,朗钜御风庭,1,1,46,4100,4100,89,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,集浩花园,4,2,139,10000,2500,71,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,福德花园,1,1,38,3200,3200,84,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,锦绣大厦,1,1,43,3300,3300,76,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,锦星花园,1,0,20,1500,1500,75,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,集浩花园,2,1,68,5000,2500,73,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,金城华庭,3,2,77,6200,2066,80,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海富花园,2,1,72,5450,2725,75,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海富花园,3,1,6,2090,696,348,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海珑华苑,1,1,40,3760,3760,94,4334,1749,9749,2006,29.15,33.43333333
罗湖,黄贝岭,海富花园,3,1,9,2360,786,262,4334,1749,9749,2006,29.15,33.43333333
